aroma dried black skinned fruit cedar charred earth ground pepper lead nose palate offer dried black cherry ripe blackberry clove allspice tobacco alongside fine grained tannin drink 2018 ,3
noval often past released vintage port year producer hold back past release justified impressive dense seriously age worthy port plenty perfumed jammy red fruit balanced acidity dark tannic character sustain wine decade could drunk fruit although would shame better wait 2030 longer ,4
aroma black cherry espresso bean white chocolate tease palate moroccan blend 60 cabernet sauvignon 30 merlot 10 syrah brightness reign despite powerful tannin flavor black cherry rhubarb jalape coriander seed vanilla citrus zest pleasure tongue ,4
crisp green apple freshness blend hint butter vanilla nicely balanced un oaky medium bodied wine reasonable price ,3
informal light fresh wine made verdeca grape open easy aroma citrus honey peach show bitter almond flavor mouth ,2
amber colored wine offer clean bouquet green apple sophisticated flavor tart apple honeydew sage play tongue amid chewy tannin persist mouthwatering finish lingering note mediterranean herb ,3
fragrant inviting dark cherry raspberry cola spice medium weight pinot noir lush meaty bright flavor veer dark cherry raspberry pronounced lift earth herb wine layered beautifully textured long finish ,3
fresh crisp pinot grigio offer many layer intensity personality standard supermarket bought grigio show creamy layer silky ripe fruit ,2
bottling offer much richness fruit forward character paso roble accessible aroma black cherry vanilla ice cream black currant juice licorice lead juicy palate likable hedonistic ,3
wine open explosion granny smith apple underlined firm minerality honeyed palate show nice grapefruit lemon character medium citrus finish best gain complexity three four year ,3
bailly lapierre regard full bodied rich pinot noir signature wine cool northern feel also powerful red berry fruit firm structure final layer acidity sense wine well cr mant ,3
dark bomber black cherry kirsch lemony oak shoe polish aroma palate creamy big acid derived lift boosting blackberry licorice flavor ton black fruit character qualifies fruit forward wine sweet overtone ,2
strong complex aroma note tropical fruit coconut mouth oaky spicy penetrating bright effusive flavor might go far call racy alcohol content high drink little soft seductive wine crowd pleaser sure ,3
coming bottle adorned informational treasure map region wine conveys bubble gum honeysuckle pink lady apple nose similar apple character show palate along riper grapefruit note anjou pear slice graphite apple get sour sip lingers ,2
nose burgeons much ripeness fruit almost hint dried pear big dollop spice palate show generosity masterfully balanced lovely phenolic edge zesty grapefruit freshness white pepper shimmer background make well rounded balanced juicy refreshing wine ,4
simple straightforward expression prosecco tight perlage medium aroma white flower citrus subtle soft sweetness taste would pair nicely next vegetable tempura ,2
100 varietal single vineyard estate wine top producer heap given almost two year french oak half new half filled juicy offer refined layer herb currant clove making soft complex lightly spicy experience sizable structure depth enjoyed 2022 ,4
100 varietal one state oldest vineyard brim aroma dark roasted coffee char bittersweet chocolate black cherry flavor show plenty concentration depth lingering cocoa vanilla filled finish ,3
fun delightful sparkler give yellow apple bartlett pear nectarine zest flavor alongside steely vivacious bubble firm acidity give crisp finish ,2
price commendable effort scent toast vanilla layered modest cherry fruit wine medium bodied marked fine soft texture finish tart note ,2
good cab dry balanced whose tannin richly impressive sweet show good tension oak ripe black currant easy like develop year ,3
big strong chardonnay prominent buttered toast buttered popcorn vanilla pineapple orange jam flavor elaborate flashy obviously made appeal modern style drink ,2
foundation truffled earth forest floor give rustic edge complemented savory herb black tea weighty show backbone oak aging well finishing abruptly cranberry dark cherry ,2
chocolate tobacco new leather aroma make dramatic first impression full bodied comparatively smooth wine deep dark fruit hit palate along smoky peppery nuance accompanied tannic enough texture great drink alongside smoked brisket ,3
smooth fruity nose ample lushness fairly ripe berry cassis flavor basically cabernet sauvignon 20 merlot offer comfortable medium intensity flavor raspberry strawberry currant drink pizza grilled skirt steak ,2
red berry cinnamon vanilla mingle playfully personality laden cab combo pretty slightly wild flavor work well firm tannin structure mean wine age nicely imported monsieur touton ,2
rich style ro full bodied packed ripe strawberry fruit happy contrast richness also spice orange zest element add piquancy final crispness ,3
minuscule amount wine made coming 45 year old vine ripe dense dusty red black berry combine soft approachable layer integrated tannin oak finishing leather cigar ,3
chocolate cherry baking spice make flavor layered tasty wine color dark texture nicely astringent due assertive tannin conveys sense something held reserve ,3
aroma fresh green bartlett pear peel come first riper notion pear compote grippy lime zest accent dash pepper wave flavor unfold tongue give exquisite length ample mileage develop enjoy primary zippy wait mellowed richness later either way belongs table drink 2014 2020 ,4
good sound wine drink nicely dry rich tannin burst acidity cherry blackberry raspberry flavor bit jammy ,2
one first wine bear new appellation sonoma county importantly one best california malbecs rich juicy ripe cherry mocha along sweet coating toasty oak soft enough drink especially great grilled steak ,3
open aroma suggesting mature berry baking spice menthol scorched earth oak ripe palate offer stewed prune bitter chocolate assertive tightly wound tannin grip finish ,3
wine offer much 30 extracted bullish tempranillo blend everyone blackberry cola savory herbal aroma strong pure feel wide cushioned yet still driller blackberry cassis chocolate flavor finish rich ripe drink 2024 ,4
aromatic lightly sweet wine ripe strawberry fruit enough acidity keep wine crisp drink ,2
restrained nose hint ripeness comice pear perhaps palate full bodied sinewy one feel wine open year come power evident deep fruit still need blossom muscular structure full promise drink 2017 ,4
extraordinarily rich sweet raspberry cherry vanilla custard brown sugar cinnamon spice flavor soft somewhat sugary finish show lot ripe california fruit would benefit drier ,2
vineyard heart appellation come bottling redolent hibiscus earl grey tea orange rind black cherry spiced plum fennel bulb nose palate play bit lighter brisk cranberry hibiscus lot cola proving quite light easy sip though well structured well ,3
selection offer balance integrated aroma spice dark fruit leather tobacco cola rum cake wine show power heft term alcohol consistency smoothly polished fine tannin appear close ,3
oodles blackberry ripe grape flavor characterize smoothly textured well balanced red blend firm element tannin acidity support ripeness wine taste fresh mouth watering great meat pasta cheese ,3
aroma underbrush blackcurrant oak cake spice lead nose blend sangiovese 15 merlot cabernet sauvignon palate offer dried blackberry accented oak driven spice coconut vanilla mocha cedar alongside assertive tannin drink 2016 2022 ,3
vivid bright red cherry cranberry note create main aroma flavor impression crisp acidity lip smacking tannin make firm texture subsequent sip complexity depth come crisp austere structure hold ground tantalizing improve 2019 ,3
blast spice mint bramble pepper explodes glass wine dense dark deep mysterious flavor pungent penetrating persistent tannic layered herb spice powered big punchy fruit classic cline ,4
soft forward jammy flavor cherry berry herb taste bit overripe toward finish raisin drink ,2
french oak coconut spice aroma follow lean palate joined sour cherry vanilla flavor grainy fleeting tannin give abrupt finish ,2
always one top performer margaux dense concentrated wine bold ripe character plum berry fruit weight develop drink 2020 ,4
bright easygoing red offer aroma truffle chopped herb wild berry fresh easy drinking palate dole juicy marasca cherry white pepper star anise alongside racy acidity pliant tannin drink soon ,2
rich ripe chocolaty style full bodied yet soft velvety textured wine rich satisfying mouthful lusty red right bank rh ne made laudun chusclan vignerons importer ,3
based c te de blanc producer enjoys access fine chardonnay ripe aromatic wine blanc de blanc name conveys maturity well tangy mineral texture aftertaste soft ,3
meaty cuddly kind best way describe big boned ultra ripe toro make great price 20 steal complete lack fierceness easygoing complex pulsing blackberry plum chocolate flavor modest measurable tannin age nicely least five year maybe making bargain hunter dream ,3
fine impressive cabernet show soft tannin slight herbaceousness alexander valley yet rich cherry jam cassis liqueur chocolate sweet oak flavor feel plush fancy mouth drink soon ,3
structured savory open scent recall black berry blue flower chopped herb menthol moist soil chewy textured palate offer mature morello cherry black raspberry grilled herb clove accompanied densely packed fine grained tannin drink 2018 2023 ,3
exhibiting richness vintage round ripe spicy wine full warm creamy feel note almond ripe peach finish suggestion white bergerac characteristic herbaceousness show ,3
minty toasty upfront layered blackberry licorice leather toast aroma feel raring ready go courtesy firm acidity good overall framing flavor wild berry bright herb oak accent long toasty solid finish ,3
baked earthy aroma raisin fruitcake ink oak require plenty air show best jammy creamy oaky palate home resiny flavor vanilla spice berry fruit finish woody resiny pasty ripe yet generic flavor reserve ,3
92 94 barrel sample big concentrated powerful wine yet also one restrained elegant fresh fruit plenty style complex mix fruit acidity balanced tannin ,4
tannin present wine also good acidity blackberry fruit firm structured front still young although allowing plenty room fruit show strongly next year drink 2019 ,3
balanced wine moving easily rich fruit tight mineral grapefruit texture hint toast give extra weight worth aging several year ,4
san polo shown impressive work lately velvety rich brunello push ambition even bouquet offer long succession beautiful aroma including black cherry vanilla carob cola cinnamon spice black licorice also drying mineral note add dusty touch elegance sophistication ,4
wine seems slightly past peak aroma overripe apple lee pear lightly sweet concentration seeming ,2
dry crisp unripe vegetal flavor beside modest cherry currant drink ,1
supple silky expressive seductive wine offer ripe plum cherry fruit matched polished tannin finished tasty barrel flavor coconut butter pecan toast thoroughly irresistibly delicious ,4
made 60 cabernet sauvignon 40 feteasca neagra wine bright nose black cherry dark plum whiff mint flavor blackberry plum joined mouth sophisticated touch tobacco leaf recedes arrival zesty finish ,3
mature blend gewurztraminer sauvignon blanc macabeo oily plump fragrant also blocky chunky last leg freshness flowery peach melon papaya flavor end short oily mouthfeel ,2
intensely concentrated flavor sweet cantaloupe tangerine peach belie difficulty inherent mosel 2013 vintage sp tlese unusually rich silken palate yet maintains thrilling high acid profile finish long lingering note honeysuckle saffron ,4
everyday cabernet blackberry plum oak flavor dry full bodied satisfy red wine drinker party ,2
aroma herb pencil lead blue red fruit forward fresh appealing flavor follow similarly showing depth balance uncommon wine price ,3
cranberry red fruit aroma sort raw oak treatment wine domineering resiny amid wood chip plum boysenberry flavor soon center also get dry tannin veneer oak flavor ,2
muddled strawberry watermelon aroma flavor partnered earthy streak reminiscent wet leaf palate similarly fruit forward ample acidity lift fruity richness result short clean finish ,2
open delicate aroma soapy lavender flower pressed rose petal sweet marzipan white pepper tannin seem evolved silky touch sweet fruit finish ,3
simple extra dry prosecco superiore open peach nectarine simple line watery mouthfeel sparkler momentum achieved mostly creaminess bubble ,2
blueberry chocolate mint clove aroma lead nose blend 50 syrah 35 cabernet franc 15 petit verdot palate offer dried black cherry coffee cinnamon black pepper cocoa fine grained tannin provide framework ,3
blend chenin blanc cabernet franc successful baumard sparkling wine fruity fresh crisp also potential bottle aging acidity tangy aftertaste contribute lively freshness ,3
gleason family winemaker ryan deovlet deliver tropically inclined wine warm aroma ripe melon candied apple pineapple cherimoya flavor also round golden delicious apple meyer lemon apricot touch marzipan poking behind fresh citrusy veil ,3
firmly tannic structured dark black fruit character along paprika pepper blackberry juicy plum flavor sit behind tannin develop 5 6 year screwcap ,3
complex dark cherry flavored petite sirah marked bright fruit tame tannin giving wine mouthwatering vibrancy intense full life bottle aging helped wine often variety like petite sirah overwhelming young case year opened lending elegance make wine ideal meaty food ,3
acidity ripe structure way giving wine rich dense remaining dry firm generous concentrated developing well black fruit perfumed acidity still buried tannin drink 2019 ,3
powdery creamy note rose orange mandarin oil unite concentrated punchy palate focus taste rather aroma rounded rich immensely concentrated phenolic vein lends structure poise finish lasting demure ,3
guidoalberto pocketbook friendly alternative estate make sassicaia 60 could ask chewy succulent wine good length close aroma awkward place espresso chocolate yogurt touch cheese rind ,2
come epitomize hawke bay style sauvignon blanc typical ripe fruit oak treatment hint vanilla cedar frame passion fruit pink grapefruit note leave lingering impression creamsicle behind silky textured finish ,4
one ripe opulent unctuous anderson valley wine full bodied bottling smell taste like cinnamon cherry milk chocolate brown sugar sweet sound texture broad mouth coating alcohol feel high side giving feeling power polish ,4
l ecole consistently make best chenin blanc northwest entire country done almost dry vouvray style engages full range varietal flavor scent white flower flavor stone citrus fruit overriding freshness vitality heightened snappy juicy acidity ,3
forest berry white cherry aroma followed slightly green note chopped sage rosemary simple wine sport lean mouthfeel crisp short finish ,2
aroma mature black fruit tobacco allspice mocha unfold glass along note tilled earth opulent palate offer blackberry extract dried plum licorice chocolate velvety tannin provide support give smooth texture drink 2019 ,3
delicate scent white flower fresh herb frame core note green apple lime zest refreshing easy drinking ample acidity lift melon pith citrus peel flavor flesh medium weight palate finishing clean yet short ,2
nice wine zesty fresh mouth deep gold color vat 47 offer bright yellow fruit flavor light vanilla toast citrus accent nose alternately perfumey toasty tasted twice ,3
lot zesty acidity wine reviewed march still spritz palate although time general release mellow still zingy wine clean almost dry orange peach mango honeysuckle flavor ,2
reticent aroma kiwi herb followed tart medium bodied citrus flavor concentration dense could ,2
structured wine also bright red fruit juicy acidity attractive bottle tannin showing leaving room elegant leisurely aftertaste drink 2015 ,3
almost overripe richness fleshy peach pervades nose medium sweet palate heady overtone vanilla bargain like rich decadent ,2
lovely cabernet show soft tannin earthy herbaceousness alexander valley fruitier note cherry red currant accented sweet smoky oak spicy dry polished wine want year cellar 2011 2015 ,3
layer smoke slate saffron pollen lend earthy mineral complexity bright honey tangerine flavor dry kabinett brisk refreshingly juicy yet intriguingly nuanced drink 2018 ,3
aroma underbrush tobacco leaf scorched earth menthol ripe berry lead nose palate delivers juicy black cherry raspberry grilled herb anisette white pepper alongside round tannin drink 2018 ,3
spicy wine toasty wood flavor happily fruit also spreading juicy acidity tannin let wine fill next month ready drink 2017 ,3
soft buttery wine smooth creamy hint citrus tangy backdrop lightly toasty edge wine finish tightly start drink ,3
alluring aroma rose iris menthol woodland berry waft glass straightforward polished palate offer ripe cherry black raspberry white pepper star anise alongside fine grained tannin ,3
delicious fruity wine blend arinto viognier viognier bring trademark apricot flavor creamy texture arinto add bright acidity citrus crisp apple wine ready drink ,2
blend 80 millon 20 sauvignon blanc grown chile valley wine 100 stainless steel fermented jasmine sweetness fresh picked corn show nose wet stone minerality peek palate light velvety wine offer body complexity age interestingly drink 2018 ,3
attractive dried spice note built wine whole dominated confected jammy berry fruit texture slightly syrupy wine finish soft despite impressive moniker easy entry level shiraz casual drinker ,2
dry spicy note bacon go red berry fruit leathery aroma palate voluminous round smooth tannin balanced acid nice flavor roasted berry dry plum finish dry elegant tea like flavor wine enjoy good value rioja ,3
stonestreet consistently delivers complex refreshing rendition sauvignon blanc grassy nose exotic tease pea shoot seemingly vibrates palate lemon grapefruit apricot flavor ,3
orange pink color orange blossom aroma give wine fine start palate follows richly textured fruit full fresh acidity softened away total crispness attractive full finish ,3
much oaky version winery game ranch regular bottling released two year ago original release ripe fruit tannic one plastered new oak ,2
wet stone graphite scent front give way hint honey earl grey tea bergamot medium bodied fade quickly finish solid buy 10 ,2
vast amount complexity make cabernet sauvignon steroid acidity mouthwatering tannin hard oak pronounced alcohol evident wine fruit orchard glass bursting ripe blackberry plum cherry part begun knit together six year cellar allow begin process ,3
simple beaujolais richness fruit density fruity wine also firm tannin finish minerally texture along black currant like acidity ,2
certain argentine wine rustic foxy character reminds u winemaking factory proven science fit bill murky sharp nose brambly raspberry sitting wait feelwise bit piercing choppy ,1
gournier ro full bodied richly textured wine filled cherry berry fruit accented hint crushed stone aromatic nose lengthy finish drink ,3
generous bing cherry black plum flavor saturate smooth full bodied wine supplemented subtle nutmeg cinnamon clove note suave mouth filling texture soft acidity warm spicy finish winemaker greg graziano blended 14 pinotage ,3
deliciously warm ripe wine swathe red fruit full energy richness offer touch perfumed spice good acidity drink although wine better early 2016 ,3
rich full wood yellow fruit flavor well integrated ripe acidity generous well elegant wine drink ,3
bright brambly dense textural wine brings strawberry cherry fruit goodness front center remains powerfully focused deep long finish nuanced cured meat barrel toast ,4
earthy gritty cherry tomato herbal aroma set grabby sticky caramelized palate flavor brown sugar generic berry fruit finish hint sweet chocolate good short traditional pinot noir character ,2
beautiful complex upscale cabernet drink good decant bone dry little soft intricately layered blackberry black currant oak flavor feel lush important mouth spicy finish last long time ,4
amancaya blend malbec cabernet sauvignon never fails impress wine rich controlled also alert upright juicy succulent ripe blackberry cassis base finish tight long sport fine structure throughout ,3
vanilla coffee red apple hay aroma initially quite light fully sync red fruit flavor rich full pulling punch ,3
tannic also fruity show structure 2010 fragrant character black currant berry fruit laced acidity wine could age better drunk 2016 ,2
full bodied expression variety big oak tannin presence grippy still leathery feel palate baked plum seasoned hint clove cola finishing expansively ,3
label show pretty graphic young woman flapper attire actual stella fino clean fresh true varietey appealing melon apple flavor display confident winemaking elegant touch ,3
stony minerally aroma touch dusty suggest melon peach palate round juicy flavor lime green melon gooseberry finish mellow easy touch residual citric acid ,3
delightfully fun refreshing perlwein lightly sparkling white germany answer italian prosecco made ller thurgau grape gorgeously floral chalky earthen tang sprightly acidity fresh green touch lends vibrance moderately long finish ,3
inaugural release producer gsm blend comprised 55 grenache 35 syrah 12 mourv dre jammy dense blackberry espresso leather offer mouthful flavor intensity without ever becoming top ,3
deep golden yellow glass wine offer honeyed candied aroma mango crystallized vanilla golden raisin thick unctuous palate honey spun sugar honeysuckle fruit nectar flavor delicious would aided boost acidity ,3
aroma mineral smoke floral black fruit attractive palate focused nimble red fruit rhubarb herbal note wild rather natural character wine along solid finish brings herb flavor medium tannic bite ,2
william church outdone new viognier mix fruit conner lee gamache vineyard leesy yeasty textural underpinning complement tangy lemon lime grapefruit tangerine flavor superfresh delicious ,3
wine already ripe rounded good balance rich apple pear fruit acidity along attractive mineral texture drink fruity wine ,3
oaky power wine hallmark giving smoky buttered toast vanilla woody extract taste underlying pineapple pear flavor would better oak quite dominant ,2
positive bright citrus element albari marred uncomplimentary mushroom sour hay note though mouthfeel even one detect crispness behind odd quality depress flavor profile ,1
honeylike aroma ripe peach apple flavor rather full body give wine good depth breadth seems like thing picnic serve cheese party ,3
pungent pure aroma citrus tarragon appealing feel upright tangy bright driving acidity grapefruit lime jalape flavor finish juicy leftover citrus note dash white pepper ,3
cuv e riesling tiny splash moscato sweet side brut scent wet paper carry disjointed flavor waxy lemon simple sugar ,1
wine red fruit spice wood aging suffers lean character vintage giving wine show tannin enough fruitiness drink 2017 ,2
perli gem gorgeous reminder california syrah liquified representation beauty carrying violet overtone wine offer picked raspberry pronounced entry peppery spice soft long finish complex subtlety approaching magic sit wine cellar dare good drink ,4
tremendous fruit zinfandel mostly red black forest berry type also spicy showing zin cinnamon nutmeg white pepper note criticism high alcohol make feel hot finish glyceriney sweet ,2
fresh fruity without overdoing medium bodied wine light note apple banana peach cherry aroma flavor good snappy texture balance perfect cocktail hour ,3
small production vintage dated sparkler made 67 pinot noir 33 chardonnay wine succeeds smooth refined contour peach mousse vanilla dry voluptuously rich remaining balanced tangy tart finish ,3
oily white fruit aroma overrun heavy oak scent leaving note resin toast bouquet wine feel fleshy palate keep theme going baked flavor apple peach oaky wine still good ,2
complex vineyard designate memorably full bodied richly concentrated integrated term oak bold forceful aroma flavor cured meat salt dried herb made small amount impress pull cork last sip ,4
unusual 100 varietal offering come winery young estate vineyard aromatically offer note candied red apple wheat cereal raspberry dry chocolate chocolate cherry apple flavor sweet ripe full backed dry grainy tannin ,3
blend syrah 52 petit sirah 24 mourv dre 16 grenache stonetree red heaven vineyard appealing chocolate mulberry peppery spice high octane richly flavored lingering blue fruit meat filled finish backed lightly chalky tannin ,3
real deal say fine intricate pinot noir vineyard famous producing complex wine winemaker vinified grape well resulting dry silky wine wave raspberry cherry balanced earthier note mushroom mineral wine age well good eight year easy enjoy ,4
lot admire producer entry level wine term price complexity blend 71 cabernet sauvignon 25 merlot 1 cabernet franc petit verdot malbec syrah burnt wood herb underlie full bodied sizable wave black fruit flavor graphite tar coffee ,3
arroyo seco region monterey county take big leap forward richly textured chardonnay ripe tropical fruit citrus flavor combine smoky oak note crisp acidity fine wine consumed cold ,3
clear varietal blend like nice easy southern rh ne wine soft fruity rich jammy blackberry cherry mandarin orange chocolate anise spice flavor ,2
light medium body crisp grassy style solid choice money pineapple passion fruit peek herbal overtone drink ,2
though considered ro grenache gris actually grape delicious one pale pink color show bubblegum watermelon rose petal strawberry cola spice nose palate marked boisterous lemon like acidity yet remains soft welcoming sweet cotton candy touch ,4
juicy wooded herbal full bodied wine deliciously layered plum cherry blackberry well composed sourced site yountville grippy texture accented dark chocolate give velvety lushness last finish ,4
love smoked bacon bresaola note emerge top deep bouquet back note ripe fruit black cherry dusty mineral exotic spice wine offer tight compact feel long smooth finish ,3
accept slight hint jamminess blend cabernet sauvignon petit verdot beyond ripe cherry blackberry beautiful blast pleasure opulence pair wine succulent cut red meat ,3
boysenberry blueberry form fruit aroma wine made family former los angeles laker sasha vujacic addition feature dark black dirt minerality black olive cinnamon bark absinthe like scent tannin coat mouth along blue purple fruit flavor end strong acidity ,4
aroma include black berry coffee espresso grilled mediterranean herb one dimensional palate lack essential fruit richness needed support bracing astringent tannin give drying bitter character also display evident alcohol sensation despite modest alcohol ,2
one appellation famous wine open black licorice blackberry alongside streak malted chocolate soft sinewy tension acidity add age worthy structure dense interesting get better time cellaring well 2027 ,4
oak ripe berry toast menthol vanilla aroma set tone bracing palate note mocha espresso licorice accent dried black cherry astringent tannin leave raspy finish ,3
aromatic wine conveys note mound bar dark cherry along whiff volatility full bodied semisweet fruit flavor along abundant vanilla accent ,3
made entirely native grape bombino nero informal light bodied wine subdued aroma wild cherry hint crushed herb aroma carry ber simple palate along hint pink grapefruit ,2
