"Plump black currant, lavender extract, bright purple flowers and touches of raw beef and tar show on the nose of this bottling, made with 20% whole-cluster and 7% Viognier. Black pepper and asphalt show first on the palate, where tannins softly coat the mouth and then stand up to boost elderberry flavors. Thorough, zesty acidity ensures long cellar potential. Drink 2017–2032.",93,Big Basin 2012 Coastview Vineyard Syrah (Monterey County),,,,
"Aromas of toasted almond and yellow apple skin lead the nose. The aromas follow through to the palate along with a hint of peach and a mineral note. It's rather lean, with brisk acidity.",86,Fantinel 2014 Tenuta Sant'Elena Friulano (Collio),,,,
"Dark cherry and toast shows on the nose of this straightforward Cabernet. The wine offers more of the same and some earthy shadings on the dry and even palate. Finishes with medium length, and displays a hint of chocolate on the back end.",85,Backsberg 1997 Cabernet Sauvignon (Paarl),,,,
Aromas of stewed black fruits and compost are leafy and a touch green. This has a wide-bodied mouthfeel and grabby tannins. Medicinal plum and berry flavors taste minty and herbal on the finish.,87,Chaman 2016 Cabernet Franc (La Consulta),,,,
"A good but awkward attempt at a bigger, more saturated, more serious wine. The nose tells you that it's ripe, but there's some reduction in there too. The palate is revved up and tannic with turbulence along the way. Spice, chocolate and heat all play a part on the berry-driven palate.",86,TerraMater 2006 Vineyard Reserve Cabernet Sauvignon-Carmenère (Curicó Valley),,,,
"Rugged and astringent in texture, with jammy blackberry and spice flavors.",84,Petroni 2007 Estate Grown Cabernet Sauvignon (Sonoma Valley),,,,
"Even at six-plus years, and despite its origin in superstar grower's Beckstoffer's vineyards, this Cab has an imbalanced sweetness. The sugariness of the blackberry flavors accentuates the tannins, making them awkward and sharp. Not going anywhere, so drink up.",84,Oakford 2001 Cabernet Sauvignon (Rutherford),,,,
"As with its companion releases, the inviting aromatics capture your attention. On the palate, the wine offers classic varietal flavors of berry and tart plum, along with nuanced highlights of sassafras, bramble and a slight hint of hemp. Concentrated and compact, it should cellar well for at least a decade. Drink now through 2026.",93,Domaine Serene 2013 Winery Hill Vineyard Pinot Noir (Dundee Hills),,,,
"The high alcohol shows through everything else, giving this Zin a chili pepper heat and a distracting Port-like sensation. It's rich and dry, with firm tannins framing the blackberry and currant flavors.",86,Rosenblum 2010 Richard Sauret Reserve Zinfandel (Paso Robles),,,,
"Made from a 50-50 blend of Chardonnay and Viognier, it features aromas of yellow peach, apricot and a hint of baked bread. The palate is less expressive however, with a thick honey-like consistency but not much flavor.",86,Gurra di Mare 2011 Tirsat White (Sicilia),,,,
"This is a delicious and fruity wine from the smallest Beaujolais cru. There are tannins although they are lost in the generous cushion of ripe blackberry and black-cherry fruits. It is a smooth, rounded wine that is packed with fruit at the moment. Give it time and it will mature well. Drink from 2018.",93,Domaine de Côtes Rémont 2015  Chénas,,,,
"Bone dry, acidic and subtle in citrus and tropical fruit flavors, this is a Chardonnay that doesn't insist on standing on its own. Instead, it's perfectly content to let the food star, remaining in a supporting role. For pairings, lobster risotto comes to mind, or just a delicious mayonnaise-based sandwich.",88,Justin 2011 Chardonnay (Central Coast),,,,
"A touch of spring blossoms lends softness to this puckery sweet-tart Riesling full of juicy green apple and lime flavors. It's a straightforward, refreshing wine but with ample verve and kick. Drink now.",88,Friedrich-Wilhelm-Gymnasium 2014 Fritz Willi Riesling (Mosel),,,,
"A finely perfumed wine, touched with wood, Beaujolais in a Burgundy style, structured and with intense acidity. It is packed with firm tannins, surrounded by a lively cherry and rich fruit character.",92,Château des Jacques 2010 Clos du Grand Carquelin  (Moulin-à-Vent),,,,
"There is a light pepper and spice character that comes through in this wine. It adds to the wine's simple fruitiness with complexity, pushing the rosé into a food friendly character. The wine is ready to drink.",87,Chateau Peyrassol 2016 Rosé (Côtes de Provence),,,,
"The ripe 65% of Sémillon is the secret behind this rich wine. While at the young stage it has a herbal character that is going to fill out impressively to give a creamy wine with a touch of vanilla and fine crisp, juicy acidity. Drink from 2020.",90,Château Rahoul 2014  Graves,,,,
"This is crisp and lemony, with intense acidity. It has a spicy note that gives the wine an exotic character, enhanced by lychee fruit. The wine is full in the mouth, really fruity and crisp at the end.",90,Château Roquefeuille 2016 La Combe Rosé (Côtes de Provence Sainte-Victoire),,,,
"This third generation vineyard has produced a classic Cahors, with firm tannins that bring out the black fruits. It is richly structured while keeping fruitiness right to the fore. A wine for rich foods, it will be good to drink from 2018.",87,Château Armandière 2014 Malbec (Cahors),,,,
"A little sharp, with a sting throughout, but otherwise a fine, classic Cabernet brimming with flavor. Shows upfront blackberries, currants, chocolate-covered cherries, smoky vanilla and toast, wrapped into smooth, sturdy tannins. Could mellow and soften in the next several years.",88,Bardessono 2006 Maxine's Cabernet Sauvignon (Napa Valley),,,,
A smooth and rounded wine this rich wine has caramel as well as ripe strawberry flavors. A light touch of saltiness gives extra interest.,91,Domaines Ott 2013 Clos Mireille Rosé (Côtes de Provence),,,,
"This medium-bodied Syrah is silky in texture, those soft tannins framing plummy fruit notes and hints of cracked pepper and licorice. The oak is integrated almost perfectly into the wine, leaving an impression of almost pristine fruit. Drink now–2020.",90,Crossroads 2010 Winemaker's Collection Syrah (Hawke's Bay),,,,
"The wine from this clos or walled vineyard in the city of Reims has spent eight years aging before disgorgement. It's a rare wine, with a wonderful balance between its toasty character and the crisp, dry apple and green-fruit flavors. It will certainly age further, so wait—if you can—until 2019.",96,Lanson 2006 Clos Lanson Chardonnay (Champagne),,,,
"Despite some floral notes, this tight, dry wine is all structure. Its power comes from the dry center, showing intense acidity. Very dry, firm and hard-edged.",92,Niepoort 2011 Bioma Vintage  (Port),,,,
"A solid effort, with cherry and red currant aromas. The palate bears scratchy tannins and flavors of raspberry and red plum, with mild, dry and crisp finish. This should pair well with basic foods.",85,Casa Silva 2009 Reserva Merlot (Colchagua Valley),,,,
"Earthy berry and leather aromas are fairly quiet. A more lively palate offers good weight and overall composition, while plum, raspberry and spice flavors finish with sweeter notes of raisin and baked berry.",88,Larchago 2012 Pagos de Tahola Crianza  (Rioja),,,,
"Claret is the old British term for the wines of Bordeaux. This wine, the first such from Francis Ford Coppola's Sonoma County winery, is a good buy. It's a bit rustic, but offers smooth flavors of blackberries, currants and chocolate.",87,Francis Ford Coppola 2006 Francis Coppola Diamond Collection Black Label Claret Red (California),,,,
"Perhaps the lightest Pinot in the producer's lineup, and the most readily accessible, this is fresh and fruity. Highlighted in strawberry and cherry, it retains a tension of black tea and earth. Silky on the palate, it finishes as lightly as it started.",90,Williams Selyem 2013 Pinot Noir (Sonoma County),,,,
"Simple and fruity, this has a mix of pineapple, citrus and apple, high-toned and slightly bitter. The toasty component from some sort of barrel/oak treatment is not yet integrated into the fruit. This will need decanting or aging in bottle until 2016.",86,King Estate 2013 Signature Collection Chardonnay (Oregon),,,,
"It's all about acidity and long hangtime with this Chard. The acids come from chilly, foggy nights, the ripeness from long, warm, sunny days. What you get is oodles of bright, pure pineapple, Granny Smith apple, Meyer lemon and spicy clove flavor, with a touch of caramelized oak for richness.",87,Husch 2006 Chardonnay (Mendocino),,,,
"A blend of Nero d'Avola and Cabernet Sauvignon, this wine offers ripe, plump layers of black fruit, chocolate and spice. The palate is soft, luscious and velvety.",89,Feudo Arancio 2009 Cantodoro Red (Sicilia),,,,
"This finely balanced wine is both crisp and packed with fruit. Its mineral texture is balanced by the sliced green apple and lively acidity. With its lightly toasty aroma, it is ready to drink.",91,Faniel et Fils NV Appogia Blanc de Blancs Brut Chardonnay (Champagne),,,,
"A sensational value, this is a Pinot lover's wine, beginning with the gorgeous color of a deep red/orange sunset. Cherries, chocolate, and a light touch of orange peel elevate the aromatics and inform the well-integrated midpalate. The wine lingers gracefully through an immaculate finish.",93,Love & Squalor 2013 Pinot Noir (Willamette Valley),,,,
"This 100% Pinot Nero opens with aromas of red berries, rose petals and a whiff of vanilla. The juicy linear palate offers red currants, vanilla and a hint of beets framed in polished tannins. Enjoy soon.",89,Elena Walch 2014 Ludwig Pinot Nero (Alto Adige),,,,
"Heavy in alcohol and overripe, but entirely dry, and the black currant, chocolate and pepper flavors will play well against richly sauced barbecue.",84,Starry Night 2007 The Caboose Zinfandel (Alexander Valley),,,,
"This is a bright, fully realized wine from the distinctive appellation: soft with an integrated approach to its use of oak. Wild strawberry, cranberry and a threading of dried herb combine effortlessly into a pleasurable whole.",90,En Garde 2014 Gold Ridge Pinot Noir (Green Valley),,,,
"With chocolate as well as fruit flavors, this is a structured wine. A bitter edge gives the juicy damson fruit a jolt. However, it should develop well to give a ripely textured wine from 2016.",86,Herdade do Perdigão 2011 Vinha do Almo Red (Alentejano),,,,
"Made from organic grapes, this succulent wine delivers balsamic aromas and juicy black cherry flavors layered with cinnamon and white pepper. It's radiant and structured, with big round tannins and edgy acidity. Drink 2015–2025.",91,Fontodi 2010  Chianti Classico,,,,
An attractively crisp wine that is already well developed. There is lemon drop sweetness in the dosage and ripe grapefruit flavors. The wine is balanced and fruity.,87,J. Dumangin Fils 2000 Vintage Premier Cru Brut  (Champagne),,,,
"Herb and mint aromas dance with lactic berry notes, and as it unfolds a mask of sawdust and forced oak rises up to smother things. The palate is woody, tart and lemony, with an angular feel and a resiny finish. Harmony is in short supply here.",82,Viña Casas Patronales 2007 El Llano Vineyard Estate Bottled Carmenère (Maule Valley),,,,
"Another impressive bargain-priced 2015 Sauvignon Blanc. Consumers looking for summer 2017 refreshment should grab some of this for its crisp flavors of pineapple, passion fruit and grapefruit. Drink now.",87,Ponga 2015 Sauvignon Blanc (Marlborough),,,,
"Red in color and pretty clean on the nose, where raspberry and rose petal essence come together. The palate is acidic and tight, with tangy watermelon and peach flavors carrying the cleansing finish. Juicy to the extreme, but a good partner for food.",84,Coto de Hayas 2007 Rosado Rosé (Campo de Borja),,,,
"Made in a seemingly off-dry style, this offers simple but pleasant apricot, peach and white flower flavors, with bright acidity. It's tastes similar to Pinot Grigio in many respects.",84,Jacuzzi 2011 Arneis (California),,,,
"A sound Cabernet, fruit-forward and somewhat one-dimensional, with cherry, blackberry and raspberry fruit. Oak adds sweet notes of caramel.",85,Sebastiani 2008 Cabernet Sauvignon (Sonoma County),,,,
"This is a medium-weight, supple Cabernet with bright acids that's seemingly designed for early drinking. Perfumed notes of mint, vanilla, brown sugar and cassis lead the way, followed by similar flavors and ample oak.",90,Yalumba 2010 Menzies The Cigar Cabernet Sauvignon (Coonawarra),,,,
"You have to classify this as a dessert wine, because of the residual sugar sweetness. The honey, apricot, orange and vanilla flavors are balanced with refreshing acidity.",87,Maddalena 2012 Moscato Muscat Canelli (Paso Robles),,,,
"This lightly perfumed wine is full bodied and packed with ripe quince and mango flavors. There is just a touch of pepper, which is balanced by the acidity and edgy texture. Give the wine a year to age further, or drink now. Screwcap.",87,Domaine Zinck 2010 Pinot Gris (Alsace),,,,
"A rounded earthiness reminiscent of Bosc pear envelops this fluid, balanced and fruit-driven wine. It conveys effortless harmony with a creamy touch that's clear and beautiful. The light approach is admirable, the clean, apple-scented finish very satisfying.",91,Domaine Ostertag 2014 Vignoble d'E Riesling (Alsace),,,,
"Young and tightly wound, this wine from the family's Olivet Lane Vineyard is reduced and generous in oak and spicy dark cherry, its aromas resplendent in rose petal. Layered and soft, it's big on complexity and plush textures, with a lengthy, caramel-and cola-laced finish.",88,Pellegrini 2013 Olivet Lane Pinot Noir (Russian River Valley),,,,
"Aromas of dried black-skinned fruit, cedar, charred earth and ground pepper lead the nose. The palate offers dried black cherry, ripe blackberry, clove, allspice and tobacco alongside fine-grained tannins. Drink through 2018.",89,Carpineto 2010 Riserva  (Vino Nobile di Montepulciano),,,,
"Noval has often in the past released a Vintage Port in years when other producers hold back. And, as in the past, the release is justified. For this is an impressive, dense and seriously age-worthy Port. While it has plenty of perfumed jammy red fruits and balanced acidity, it is the dark tannic character that will sustain this wine for decades. It could be drunk now for its fruit, although that would be a shame. Better to wait until 2030 and longer.",95,Quinta do Noval 2013 Vintage  (Port),,,,
"Aromas of black cherry, espresso bean and white chocolate tease the palate in this Moroccan blend of 60% Cabernet Sauvignon, 30% Merlot and 10% Syrah. Brightness reigns despite powerful tannins, and flavors of black cherry, rhubarb, jalapeño, coriander seed, vanilla and citrus zest are a pleasure on the tongue.",93,Ouled Thaleb 2012 Médaillon Red (Zenata),,,,
"Crisp green-apple freshness blends with hints of butter and vanilla for a nicely balanced, un-oaky, medium-bodied wine at a very reasonable price.",88,Chime 2013 Chardonnay (California),,,,
"Informal and light, this fresh wine made from the Verdeca grape opens with easy aromas of citrus, honey and peach. It shows a bitter almond flavor in the mouth.",85,Luccarelli 2011 Ampelo Verdeca (Puglia),,,,
"This amber-colored wine offers a clean bouquet of green apple. Sophisticated flavors of tart apple, honeydew and sage play on the tongue amid chewy tannins that persist into a mouthwatering finish, with lingering notes of Mediterranean herbs.",89,Schuchmann Wines 2014 Vinoterra Kisi (Kakheti),,,,
"Fragrant and inviting in dark cherry, raspberry and cola spice, this medium-weight Pinot Noir is lush and meaty. Bright flavors veer from dark cherry to raspberry, with a pronounced lift of earth and herb. The wine is layered, beautifully textured and long in the finish.",91,Joseph Jewell 2011 Hallberg Vineyard Pinot Noir (Russian River Valley),,,,
"Here's a fresh and crisp Pinot Grigio that offers many more layers of intensity and personality than your standard, supermarket-bought Grigio. It shows creamy layers of silky, ripe fruit.",87,Colutta 2010 Pinot Grigio (Colli Orientali del Friuli),,,,
"This bottling offers much of the richness and fruit-forward character of Paso Robles. Accessible aromas of black cherry, vanilla ice cream, black-currant juice and licorice lead into a juicy palate. It's very likable and hedonistic.",88,ONX 2016 Indie Noir Red (Paso Robles),,,,
"This wine opens with an explosion of Granny Smith apples underlined by firm minerality. The honeyed palate shows nice grapefruit and lemon character. Medium, citrus finish. Best now, but will gain complexity over three to four years.",88,Domaine Marcel Deiss 2006 Pinot Gris (Alsace),,,,
"Bailly Lapierre regards this full-bodied rich Pinot Noir as its signature wine. It has a cool, northern feel to it, but it also has powerful red-berry fruits, a firm structure, a final layer of acidity and a sense this is a wine as well as a Crémant.",91,Bailly-Lapierre NV Pinot Noir Brut  (Crémant de Bourgogne),,,,
"This is a dark bomber with black cherry, kirsch, lemony oak and shoe polish aromas. The palate is creamy and big, with acid-derived lift boosting blackberry and licorice flavors. With tons of black-fruit character, this qualifies as a fruit-forward wine with sweet overtones.",87,Vega Sindoa 2010 El Chaparral de Vega Sindoa Old Vines Garnacha (Navarra),,,,
"Strong , complex aromas, with notes of tropical fruit and coconut. In the mouth, it's oaky and spicy, with penetrating, bright, effusive flavors that you might go so far as to call racy. The alcohol content is high and it drinks a little soft, but this is a very seductive wine. A crowd-pleaser, for sure.",89,Fritz 1998 Ruxton Vineyard Chardonnay (Russian River Valley),,,,
"Coming in a bottle adorned with an informational treasure map of the region, this wine conveys bubble gum, honeysuckle and Pink Lady apples on the nose. A similar apple character shows on the palate, along with riper grapefruit notes, Anjou pear slices and graphite. The apples get more sour as the sip lingers.",87,Inconceivable 2014 Queen of Tides Chardonnay (Santa Barbara County),,,,
"The nose burgeons with so much ripeness of fruit, there is almost a hint of dried pear with a big dollop of spice. The palate shows the same generosity but is masterfully balanced by a lovely phenolic edge and zesty grapefruit freshness. White pepper shimmers in the background and makes for a very well-rounded, balanced, juicy and refreshing wine.",92,Türk 2015 Frechau Reserve Grüner Veltliner (Kremstal),,,,
This is a simple and straightforward expression of Prosecco with tight perlage and medium aromas of white flower and citrus. That subtle but soft sweetness you taste would pair nicely next to vegetable tempura.,85,Ornella Molon NV Extra Dry  (Prosecco Treviso),,,,
"A 100% varietal, single-vineyard estate wine, at the top of the producer's heap, this was given almost two years in French oak, half of it new, the other half once-filled. Juicy, it offers refined layers of herb, currant and clove, making for a soft, complex and lightly spicy experience. With sizable structure and depth, it can be enjoyed now through 2022.",93,Frank Family 2012 Winston Hill Vineyard Patriarch Cabernet Sauvignon (Rutherford),,,,
"This 100% varietal from one of the state's oldest vineyards brims with aromas of dark roasted coffee, char, bittersweet chocolate and black cherry. Flavors show plenty of concentration and depth with a lingering, cocoa and vanilla-filled finish.",91,Chateau Ste. Michelle 2012 Cold Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),,,,
"Here's a fun delightful sparkler that gives you yellow apple, Bartlett pear and nectarine zest flavors alongside steely, vivacious bubbles. Firm acidity gives it a crisp finish.",87,Tenuta Stella NV Brut Ribolla Gialla (Vino Spumante),,,,
"For the price, this is a commendable effort, with scents of toast and vanilla layered over modest cherry fruit. The wine is medium bodied and marked by the a fine, soft texture, then finishes on a tart note.",84,Ballast Stone Estate Wines 2006 Steeple Jack Merlot (South Australia),,,,
"A good Cab, dry and balanced, whose tannins are richly impressive and sweet. Shows a good tension between the oak and the ripe black currants. Easy to like, and should develop for a few years.",90,Wild Oak by St. Francis 2005 Cabernet Sauvignon (Sonoma County),,,,
"A big, strong Chardonnay with prominent buttered toast, buttered popcorn, vanilla, and pineapple-orange jam flavors. Elaborate and flashy, but obviously made to appeal to the modern style. Drink up.",87,Beringer 2011 Private Reserve Chardonnay (Napa Valley),,,,
"A foundation of truffled earth and forest floor give this a rustic edge, complemented by savory herb and black tea. Weighty, it shows its backbone of oak aging well, finishing abruptly in cranberry and dark cherry.",86,Gehricke 2013 Pinot Noir (Los Carneros),,,,
"Chocolate, tobacco and new leather aromas make a dramatic first impression for this full-bodied and comparatively smooth wine. Then very deep dark fruit hits the palate along with smoky, peppery nuances accompanied by a just-tannic-enough texture. It will be great to drink alongside some smoked brisket.",90,Fleur 2013 Petite Sirah (North Coast),,,,
"Smooth and fruity on the nose, with ample lushness and fairly ripe berry and cassis flavors. This is basically a Cabernet Sauvignon (with 20% Merlot), and it offers comfortable, medium-intensity flavors of raspberry, strawberry and currants. It's what you can drink with pizza or a grilled skirt steak.",86,Estampa 2006 Cabernet Sauvignon-Merlot (Colchagua Valley),,,,
"Red berry, cinnamon and vanilla mingle playfully in this personality-laden Cab. The combo of pretty and slightly wild flavors works well—and firm tannins and structure mean the wine will age nicely. Imported by Monsieur Touton.",87,Steenberg 2004 Cabernet Sauvignon (Coastal Region),,,,
"This is a rich style of rosé, full-bodied and packed with ripe strawberry fruit. As a happy contrast to this richness, it also has a spice and orange zest element that adds both piquancy and final crispness.",90,Château les Valentines 2011 Rosé (Côtes de Provence),,,,
"A minuscule amount of this wine is made, coming from 45-year-old vines. Ripe, dense and dusty red and black berries combine against soft, approachable layers of integrated tannin and oak, finishing with leather and cigar.",90,Leto 2012 The Hidden One Exceptional Selection Cabernet Sauvignon (St. Helena),,,,
"Chocolate, cherries and baking spices make up the flavors of this layered and tasty wine. The color is dark, the texture is nicely astringent due to assertive tannins, and it conveys a sense of something held in reserve.",89,Longevity 2012 Tempranillo (Livermore Valley),,,,
"An aroma of fresh, green Bartlett-pear peel comes first, then the riper notion of pear compote, with a grippy, lime-zest accent and a dash of pepper. Waves of flavor unfold on the tongue and give exquisite length. It has ample mileage to develop; enjoy it now while primary and zippy or wait for mellowed richness later. Either way, it belongs on the table. Drink 2014–2020.",92,Pratsch 2012 Steinberg Grüner Veltliner (Niederösterreich),,,,
"A good, sound wine to drink now. It's nicely dry and rich in tannins, with a burst of acidity. The cherry, blackberry and raspberry flavors are a bit jammy.",86,Black & White 2006 Topanga Vineyards Cabernet Sauvignon (Napa Valley),,,,
"This is one of the first wines to bear this new appellation in Sonoma County. More importantly, it's one of the best California Malbecs out there. It's rich and juicy with ripe cherries and mocha, along with a sweet coating of toasty oak. It's soft enough to drink now, especially with a great grilled steak.",90,Imagery 2010 Malbec (Pine Mountain-Cloverdale Peak),,,,
"This opens with aromas suggesting mature berry, baking spice, menthol, scorched earth and oak. The ripe palate offers stewed prune and bitter chocolate while assertive, tightly wound tannins grip the finish.",88,Raineri Gianmatteo 2012 Monserra  (Barolo),,,,
"Few wines offer as much as this for under $30, but this extracted, bullish Tempranillo blend is not for everyone. Blackberry, cola and savory herbal aromas are strong and pure. This feels wide and cushioned, yet is still a driller. Blackberry, cassis and chocolate flavors finish rich and ripe. Drink through 2024.",93,Abadia Retuerta 2012 Estate Grown Selección Especial Red (Sardon de Duero),,,,
"This is an aromatic, lightly sweet wine. It has ripe strawberry fruits that have just enough acidity to keep the wine crisp. Drink now.",84,Enoport 2015 Vinhas Altas Rosé (Vinho Verde),,,,
"A restrained nose just hints at ripeness: Comice pear perhaps? The palate is full-bodied but sinewy and one feels that the wine will open up in years to come, power is evident, so is deep fruit that still needs to blossom. The muscular structure is full of promise. Drink as of 2017.",93,Josef Jamek 2012 Smaragd Ried Hochrain Weissburgunder (Wachau),,,,
"Extraordinarily rich and sweet in raspberry, cherry, vanilla custard, brown sugar and cinnamon spice flavors. Soft and somewhat sugary on the finish, it shows lots of ripe California fruit, but would benefit from being drier.",87,Château Julien 2007 Black Nova III Malbec-Syrah (Monterey County),,,,
"From a vineyard in the heart of the appellation comes this bottling that's redolent with hibiscus, Earl Grey tea, orange rind, black cherry, spiced plum and fennel bulb on the nose. The palate plays a bit lighter, with brisk cranberry, more hibiscus and lots of cola, proving quite light and easy to sip though well structured as well.",91,Foxen 2013 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),,,,
"This selection offers balance and integrated aromas of spice, dark fruit, leather, tobacco, cola and rum cake. The wine shows power and heft both in terms of alcohol and consistency. Smoothly polished, fine tannins appear on the close.",91,Castello Banfi 2008  Brunello di Montalcino,,,,
"Oodles of blackberry and ripe grape flavors characterize this smoothly textured, well-balanced red blend. Firm elements of tannin and acidity support the ripeness, and the wine tastes fresh and mouth-watering. This will be great with meat, pasta and cheese.",88,Alias 2012 Secret Agent Red (California),,,,
"Aromas of underbrush, blackcurrant, oak and cake spice lead the nose of this blend of Sangiovese and 15% Merlot and Cabernet Sauvignon. The palate offers dried blackberry accented with oak-driven spices of coconut, vanilla, mocha and cedar alongside assertive tannins. Drink through 2016–2022.",89,Carpineto 2007 Sant'Ercolano  (Vino Nobile di Montepulciano),,,,
"Vivid, bright red cherry and cranberry notes create the main aroma and flavor impressions, while crisp acidity and lip-smacking tannins make a firm texture. On subsequent sips, more complexity and depth come out as the crisp, austere structure holds its ground. This is tantalizing, and should improve through 2019.",91,Donkey & Goat 2013 Broken Leg Vineyard Pinot Noir (Anderson Valley),,,,
"A blast of spice, mint, bramble and pepper explodes from the glass. The wine is dense, dark, deep and mysterious; the flavors pungent, penetrating and persistent. Tannic, layered with herbs and spices, powered with big, punchy fruit. This is classic Cline.",93,Cline 1998 Big Break Vineyard Zinfandel (Contra Costa County),,,,
"Soft and forward, with jammy flavors of cherries, berries and herbs. Tastes a bit overripe toward the finish, with some raisins. Drink now.",85,Beringer 2007 Merlot (Napa Valley),,,,
"French oak, coconut and spice aromas follow through to the lean palate, where they're joined by sour cherry and vanilla flavors. Grainy, fleeting tannins give it an abrupt finish.",86,Castello Tricerchi 2012  Brunello di Montalcino,,,,
"Always one of the top performers in Margaux, this dense and concentrated wine has a bold, ripe character from the plum and berry fruits. It has the weight to develop. Drink from 2020.",93,Château Rauzan-Ségla 2013  Margaux,,,,
"This bright, easygoing red offers aromas of truffle, chopped herb and wild berry. The fresh, easy-drinking palate doles out juicy Marasca cherry, white pepper and star anise alongside racy acidity and pliant tannins. Drink soon.",87,Valdipiatta 2014  Rosso di Montepulciano,,,,
"Rich, ripe and chocolaty in style, this is a full-bodied yet soft and velvety-textured wine. It's a rich, satisfying mouthful of lusty red from the right bank of the Rhône, made by Laudun Chusclan Vignerons for the importer.",89,Cachette 2009 Red (Côtes du Rhône),,,,
"Based in the Côte des Blancs, this producer enjoys access to some fine Chardonnay. This ripe, aromatic wine, a blanc de blancs in all but name, conveys maturity as well as tangy mineral texture. The aftertaste is soft.",91,Gauthier-Christophe NV Cuvée Mathilde Brut Chardonnay (Champagne),,,,
"Meaty, cuddly and kind is the best way to describe this big-boned, ultra ripe Toro. What makes it great is the price ($20 is a steal for this) and the complete lack of fierceness. It's easygoing but complex, with pulsing blackberry, plum and chocolate flavors. With modest but measurable tannins, it should age nicely for at least five years and maybe more, making it a bargain hunter's dream.",91,J. & F. Lurton 2005 El Albar Barricas  (Toro),,,,
"This is a fine, impressive Cabernet that shows the soft tannins and slight herbaceousness of Alexander Valley, yet is rich in cherry jam, cassis liqueur, chocolate and sweet oak flavors. Feels plush and fancy in the mouth. Drink soon.",90,Dewitt 2010 Cabernet Sauvignon (Alexander Valley),,,,
"Structured and savory, this opens with scents that recall black berry, blue flower, chopped herb, menthol and moist soil. The chewy, textured palate offers mature Morello cherry, black raspberry, grilled herb and clove accompanied by densely packed, fine-grained tannins. Drink 2018–2023.",90,Rignana 2013  Chianti Classico,,,,
